58,62
59,25
59,40
59,42
59,43
59,44
59,45
59,49
59,50
59,61
60,26
60,41
60,45
60,61
61,25
61,40
61,42
61,45
61,47
61,49
61,50
61,51
61,52
62,26
62,40
62,42
62,43
62,45
62,46
62,47
62,49
62,51
63,26
63,41
63,43
63,47
63,49
63,50
64,26
64,41
64,44
64,48
65,25
65,41
65,45
65,49
65,52
65,53
65,54
66,22
66,23
66,25
66,41
66,45
66,50
66,51
66,52
66,54
67,15
67,21
67,24
67,40
67,41
67,44
67,45
67,51
67,52
67,55
68,12
68,13
68,14
68,16
68,17
68,18
68,19
68,20
68,39
68,44
68,45
68,46
68,56
69,9
69,10
69,11
69,39
69,42
69,43
69,44
69,46
69,57
70,7
70,8
70,38
70,43
70,46
70,57
71,6
71,38
71,39
71,44
71,45
71,57
72,6
72,39
72,42
72,43
72,58
73,6
73,39
73,43
73,58
74,6
74,39
74,42
74,43
74,57
75,6
75,7
75,39
75,41
75,45
75,46
75,57
76,7
76,8
76,39
76,41
76,45
76,46
76,57
77,9
77,10
77,39
77,41
77,44
77,45
77,56
78,10
78,11
78,12
78,13
78,35
78,36
78,37
78,39
78,40
78,41
78,44
78,45
78,46
78,55
79,13
79,14
79,33
79,34
79,35
79,44
79,45
79,56
80,14
80,19
80,20
80,21
80,31
80,32
80,33
80,34
80,56
81,15
81,16
81,17
81,18
81,21
81,22
81,30
81,32
81,57
82,10
82,11
82,12
82,13
82,22
82,23
82,29
82,30
82,31
82,56
83,10
83,14
83,15
83,24
83,29
83,44
83,45
83,46
83,56
84,11
84,12
84,13
84,16
84,24
84,25
84,28
84,30
84,37
84,38
84,42
84,43
84,44
84,46
84,57
85,14
85,15
85,16
85,17
85,26
85,27
85,28
85,30
85,36
85,38
85,42
85,43
85,44
85,57
85,58
86,28
86,31
86,35
86,37
86,57
86,58
87,32
87,36
87,58
88,32
88,35
88,36
88,58
89,33
89,34
89,35
89,36
89,58
90,36
90,59
91,36
91,59
92,36
92,60
93,35
93,60
94,34
94,60
95,25
95,32
95,33
95,60
96,30
96,31
96,60
97,27
97,28
97,29
97,60
98,27
98,59
98,60
99,28
99,29
99,30
99,31
99,59
100,26
100,31
100,32
100,58
101,32
101,33
101,58
102,33
102,34
102,58
103,34
103,58
104,33
104,34
104,58
105,31
105,32
105,33
105,58
106,31
106,58
107,24
107,29
107,30
107,31
107,57
108,23
108,24
108,26
108,27
108,28
108,29
108,57
109,21
109,22
109,23
109,24
109,26
109,30
109,58
110,20
110,22
110,28
110,32
110,33
110,58
111,19
111,20
111,21
111,22
111,27
111,28
111,31
111,34
111,58
112,6
112,19
112,20
112,28
112,29
112,30
112,31
112,33
112,34
112,58
113,6
113,7
113,8
113,9
113,10
113,11
113,19
113,34
113,42
113,43
113,57
114,5
114,12
114,19
114,21
114,22
114,23
114,24
114,25
114,34
114,42
114,43
114,57
115,6
115,12
115,19
115,21
115,25
115,34
115,35
115,40
115,41
115,42
115,43
115,57
116,6
116,13
116,18
116,19
116,21
116,22
116,26
116,36
116,37
116,38
116,39
116,42
116,50
116,51
116,52
116,57
117,6
117,13
117,18
117,19
117,23
117,24
117,25
117,26
117,31
117,34
117,35
117,41
117,42
117,43
117,50
117,52
117,57
118,7
118,14
118,28
118,29
118,30
118,31
118,32
118,40
118,42
118,44
118,50
118,52
118,57
119,7
119,15
119,18
119,26
119,27
119,28
119,29
119,41
119,45
119,46
119,47
119,48
119,49
119,52
119,57
120,7
120,16
120,18
120,26
120,27
120,28
120,29
120,39
120,40
120,52
120,53
120,57
121,6
121,7
121,16
121,40
121,41
121,46
121,47
121,48
121,53
121,57
122,5
122,16
122,40
122,42
122,43
122,44
122,45
122,51
122,53
122,57
123,4
123,5
123,17
123,22
123,41
123,42
123,43
123,44
123,45
123,50
123,52
123,53
123,57
124,3
124,17
124,21
124,22
124,49
124,52
124,53
124,57
125,3
125,15
125,16
125,20
125,22
125,49
125,50
125,51
125,53
125,56
126,4
126,14
126,19
126,20
126,22
126,53
126,55
126,56
127,4
127,15
127,16
127,17
127,19
127,22
127,54
127,55
127,56
128,5
128,17
128,19
128,21
128,55
128,56
129,6
129,14
129,15
129,16
129,19
129,21
129,55
130,7
130,12
130,13
130,18
130,19
130,20
131,8
131,9
131,10
131,11
131,18
132,17
133,1
134,1
135,1
135,2
136,2
137,2
137,3
138,3
138,4
138,5
139,3
139,4
146,13
147,14
148,16
